age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,target,_pdays_followup,_pdays_recent
35,admin.,married,professional.course,no,no,yes,telephone,mar,thu,361,1,1,failure,-1.8,97.38,-33.33,0.66,4838.4,0,False,False
26,technician,married,professional.course,no,no,no,cellular,jul,thu,446,0,0,nonexistent,1.4,94.29,-43.38,5.01,5395.39,0,False,False
40,services,divorced,high.school,no,yes,yes,telephone,may,wed,3802,1,0,nonexistent,1.1,97.35,-41.14,5.01,5106.31,0,False,False
22,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,76,3,0,nonexistent,1.4,92.32,-43.89,5.17,5139.22,0,False,False
52,management,married,university.degree,no,no,no,cellular,may,mon,408,0,1,failure,-1.8,93.45,-47.86,1.21,4879.83,1,False,False
26,student,single,high.school,no,yes,no,cellular,may,mon,73,0,0,nonexistent,-1.8,92.52,-47.3,1.28,4997.11,0,False,False
47,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,4659,0,2,nonexistent,1.1,87.68,-36.28,2.9,5182.07,0,True,False
28,admin.,single,high.school,no,no,no,cellular,jul,wed,1198,2,6,success,1.4,95.2,-50.88,2.98,5320.46,0,False,False
44,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,2057,1,6,nonexistent,1.1,97.96,-28.78,4.0,5315.09,0,False,False
32,admin.,single,university.degree,no,yes,no,telephone,jun,mon,102,0,0,nonexistent,-1.7,93.39,-37.88,0.71,4861.81,0,False,False
42,blue-collar,single,high.school,no,no,no,telephone,may,wed,296,0,0,nonexistent,1.1,89.67,-38.0,5.05,5336.34,0,False,False
26,admin.,single,basic.9y,unknown,yes,no,cellular,may,thu,822,2,6,success,-1.8,93.49,-38.66,3.81,5401.09,0,False,False
33,management,married,university.degree,no,no,no,cellular,aug,tue,2955,1,2,success,1.4,94.03,-33.23,2.88,5247.75,0,False,False
27,technician,single,unknown,no,yes,no,telephone,jun,thu,171,8,0,nonexistent,1.4,90.11,-41.42,4.84,5337.89,0,False,False
46,services,married,high.school,unknown,yes,no,cellular,jul,wed,4448,1,2,nonexistent,1.4,88.03,-41.18,3.67,5380.88,0,False,False
32,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,25,5,0,nonexistent,-1.8,97.53,-44.81,1.28,5303.06,0,False,False
32,self-employed,married,university.degree,no,yes,no,telephone,may,tue,128,0,6,nonexistent,1.1,95.98,-31.82,1.41,4970.73,0,False,False
30,admin.,married,university.degree,no,no,yes,cellular,apr,wed,401,1,1,failure,-1.8,94.19,-47.33,1.48,4956.32,0,False,False
33,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,391,1,0,nonexistent,1.4,92.03,-44.1,5.09,5123.53,0,False,False
32,admin.,single,university.degree,no,yes,no,telephone,may,tue,155,1,0,nonexistent,1.1,96.53,-36.69,4.89,5222.14,0,False,False
53,housemaid,married,professional.course,no,no,no,telephone,jun,mon,401,2,0,nonexistent,1.4,94.46,-43.38,4.84,5222.87,0,False,False
56,technician,single,university.degree,no,yes,no,cellular,may,thu,4909,0,6,failure,-1.8,96.33,-29.15,3.22,4784.47,0,False,False
27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,410,0,0,nonexistent,1.4,91.1,-42.65,4.98,5233.32,0,False,False
63,technician,unknown,professional.course,unknown,unknown,unknown,cellular,aug,wed,1356,13,6,nonexistent,-1.8,90.01,-28.26,2.82,5016.47,0,False,False
34,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,2312,0,6,failure,1.4,91.2,-43.63,4.82,5045.33,0,False,False
43,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,2673,8,5,nonexistent,1.4,96.6,-48.98,2.12,5191.74,0,False,False
47,technician,single,high.school,no,yes,yes,telephone,may,fri,4619,1,2,failure,1.1,94.72,-33.53,0.62,5427.75,0,False,False
38,services,married,high.school,unknown,yes,no,telephone,jun,mon,24,6,0,nonexistent,1.4,96.73,-41.17,4.93,5123.53,0,False,False
30,admin.,married,high.school,no,yes,yes,telephone,may,fri,299,0,0,nonexistent,1.1,89.57,-35.48,4.7,4978.16,0,False,False
27,admin.,single,university.degree,no,no,no,telephone,may,wed,254,2,0,nonexistent,1.1,93.14,-37.89,4.89,5294.82,0,False,False
24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,3197,7,3,nonexistent,1.4,95.41,-40.87,2.61,5102.09,0,False,False
31,admin.,single,university.degree,no,yes,no,cellular,jul,tue,85,2,0,nonexistent,1.4,97.58,-42.7,5.11,5055.57,0,False,False
37,blue-collar,divorced,basic.9y,unknown,no,no,cellular,may,wed,477,1,0,nonexistent,-1.8,91.59,-46.43,1.34,5226.57,0,False,False
43,technician,divorced,university.degree,no,yes,no,cellular,nov,wed,356,1,0,nonexistent,-0.1,92.36,-42.63,4.22,5060.7,0,False,False
28,services,single,high.school,no,no,no,cellular,jul,mon,3386,3,5,success,1.4,98.29,-31.87,3.93,5026.75,1,False,False
39,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,315,0,0,nonexistent,1.1,90.14,-37.89,4.75,5206.57,0,False,False
35,admin.,divorced,high.school,no,no,no,cellular,may,fri,10,8,1,failure,-1.8,92.8,-48.27,1.36,5114.39,0,False,False
23,self-employed,married,basic.9y,no,unknown,yes,cellular,jul,wed,256,7,1,failure,-0.1,89.84,-43.76,4.05,5034.73,1,False,False
40,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,396,0,0,nonexistent,1.4,91.06,-40.88,4.92,5207.18,0,False,False
23,services,single,high.school,no,no,no,cellular,apr,tue,2831,0,5,success,-1.8,94.26,-26.61,4.36,5023.53,1,False,False
32,management,unknown,basic.9y,yes,no,unknown,telephone,apr,tue,130,39,1,failure,-1.8,90.74,-48.08,1.42,4935.92,0,False,False
40,admin.,divorced,high.school,no,yes,no,cellular,jul,tue,189,6,0,nonexistent,1.4,95.89,-41.16,5.14,4992.83,0,False,False
32,admin.,single,unknown,no,yes,no,cellular,may,thu,165,0,1,failure,-1.8,94.65,-47.86,1.37,5073.6,0,False,False
36,admin.,married,high.school,no,yes,no,telephone,may,wed,164,2,0,nonexistent,1.1,90.32,-36.94,4.86,5274.05,0,False,False
30,self-employed,single,university.degree,no,no,no,telephone,jun,thu,2088,0,1,success,1.4,92.89,-49.17,0.89,4805.8,0,False,False
25,management,single,professional.course,no,no,yes,cellular,nov,wed,3667,39,3,failure,1.4,89.95,-39.09,1.48,5306.54,0,False,False
39,services,single,high.school,no,yes,no,telephone,may,wed,2488,1,3,nonexistent,1.1,91.0,-36.61,1.21,5101.57,0,False,False
38,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,823,1,0,nonexistent,-1.8,92.33,-46.44,1.38,5094.0,1,False,False
38,management,married,university.degree,no,no,no,cellular,nov,tue,137,2,1,failure,-0.1,88.91,-43.0,4.07,5289.32,0,False,False
38,services,married,high.school,unknown,yes,no,telephone,jun,tue,3742,3,5,nonexistent,1.4,90.61,-33.92,0.71,5212.5,0,False,False
40,technician,married,high.school,no,yes,no,telephone,may,wed,816,0,0,nonexistent,1.1,91.36,-36.47,4.75,5325.96,1,False,False
39,entrepreneur,married,high.school,no,no,no,cellular,apr,fri,215,2,0,nonexistent,-1.8,97.35,-46.2,1.41,4879.83,0,False,False
31,services,single,university.degree,no,no,no,cellular,may,mon,3398,2,3,success,-1.8,90.63,-42.94,4.68,5151.85,1,False,False
27,admin.,single,high.school,no,no,no,cellular,may,fri,2635,2,0,failure,-1.8,93.82,-51.46,1.76,4991.45,0,False,False
36,technician,single,high.school,no,no,no,cellular,aug,thu,458,6,0,nonexistent,1.4,95.12,-36.13,5.07,5353.57,0,False,False
29,services,single,high.school,no,yes,no,cellular,nov,thu,4978,0,1,nonexistent,-0.1,94.87,-34.87,2.91,5406.28,0,False,False
31,admin.,married,high.school,no,yes,no,cellular,may,mon,167,2,0,nonexistent,-1.8,96.42,-48.0,1.23,5150.09,0,False,False
35,technician,married,high.school,no,yes,no,telephone,nov,wed,1036,2,2,success,-0.1,90.88,-35.4,0.88,4811.69,0,False,False
48,services,married,high.school,unknown,yes,no,telephone,may,tue,180,0,6,success,1.1,91.91,-28.01,2.24,5289.84,0,False,False
52,management,divorced,university.degree,no,no,no,telephone,jun,mon,495,4,6,success,1.4,96.17,-29.74,2.09,5161.56,0,False,False
24,services,single,basic.9y,no,yes,no,telephone,jul,wed,176,1,0,nonexistent,1.4,98.05,-42.4,5.14,5139.22,0,False,False
24,technician,married,professional.course,no,yes,no,cellular,may,thu,100,3,0,nonexistent,-1.8,89.45,-44.44,1.25,5241.87,0,False,False
61,retired,married,basic.4y,no,yes,no,cellular,aug,fri,2387,0,4,success,1.4,93.96,-31.87,1.03,5115.58,0,False,False
74,retired,divorced,basic.4y,no,yes,no,telephone,apr,thu,4818,0,4,nonexistent,-1.8,98.0,-41.46,4.61,5208.93,0,False,False
25,admin.,single,university.degree,no,yes,no,telephone,dec,wed,391,0,0,nonexistent,-3.0,95.95,-32.4,0.69,4777.34,1,False,False
56,admin.,married,basic.4y,no,no,no,cellular,jul,thu,134,0,0,nonexistent,1.4,94.48,-44.36,4.86,5149.67,0,False,False
53,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,101,2,0,nonexistent,1.4,97.11,-41.38,4.82,5489.5,0,False,False
54,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,fri,169,0,0,nonexistent,1.4,93.42,-40.5,5.13,5186.27,0,False,False
56,technician,married,university.degree,unknown,no,no,telephone,jun,tue,306,1,0,nonexistent,1.4,92.1,-41.75,4.79,5024.2,0,False,False
37,technician,single,professional.course,no,yes,no,telephone,may,thu,232,1,0,nonexistent,1.1,91.92,-35.12,4.87,5315.58,0,False,False
32,admin.,married,university.degree,no,no,no,cellular,jun,thu,4573,2,1,success,-2.9,89.38,-41.92,1.52,4865.45,1,False,False
26,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,157,1,0,nonexistent,1.1,93.9,-36.9,4.87,5424.59,0,False,False
39,technician,married,basic.6y,no,yes,no,telephone,may,tue,1781,0,3,success,1.1,91.21,-34.36,0.77,4894.89,0,False,False
55,retired,married,basic.9y,no,yes,no,cellular,jul,thu,151,1,0,nonexistent,1.4,95.23,-42.87,4.99,5280.38,0,False,False
47,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,99,1,0,nonexistent,1.1,95.96,-36.25,4.75,5414.21,0,False,False
53,retired,married,basic.4y,no,yes,no,cellular,jul,wed,521,0,0,nonexistent,1.4,92.41,-42.87,5.11,5468.59,0,False,False
38,management,married,unknown,no,no,no,telephone,may,mon,1309,1,0,nonexistent,1.1,95.78,-43.73,4.63,4910.15,0,False,False
53,management,married,university.degree,no,no,no,cellular,apr,thu,351,1,0,nonexistent,-1.8,88.88,-46.25,1.43,4935.92,0,False,False
93,entrepreneur,single,high.school,unknown,unknown,yes,telephone,jul,wed,2249,10,6,nonexistent,1.4,91.07,-45.29,4.72,4795.78,1,False,False
32,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,203,2,0,nonexistent,1.4,94.93,-36.85,4.88,5133.99,0,False,False
52,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,1984,1,4,success,-1.8,91.85,-43.56,1.77,4866.65,0,False,False
27,technician,divorced,university.degree,no,yes,no,cellular,jul,wed,1276,1,0,failure,1.4,91.75,-35.21,1.04,5191.01,0,False,False
44,management,divorced,basic.4y,no,no,no,telephone,jul,wed,4018,4,5,failure,1.4,96.02,-46.18,2.52,4970.85,0,False,False
53,entrepreneur,married,basic.6y,no,yes,no,telephone,nov,fri,3966,6,4,success,-0.1,92.68,-31.71,2.95,4933.74,0,False,False
44,self-employed,single,high.school,unknown,no,no,cellular,may,wed,78,0,1,failure,-1.8,89.17,-44.53,1.26,4986.91,0,False,False
37,services,married,high.school,no,no,no,cellular,may,tue,2516,1,5,success,-1.8,94.96,-37.75,3.6,5409.47,0,False,False
42,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,156,1,0,nonexistent,1.4,91.53,-40.12,4.73,5018.97,0,False,False
32,technician,single,university.degree,no,yes,no,cellular,jul,thu,341,2,0,nonexistent,-2.9,91.63,-34.17,1.02,5132.03,0,False,False
48,blue-collar,married,high.school,no,no,no,telephone,may,fri,34,3,0,nonexistent,1.1,96.53,-36.29,4.77,4947.02,0,False,False
55,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,39,3,0,nonexistent,1.4,93.91,-43.81,5.0,5269.92,0,False,False
31,admin.,married,university.degree,no,yes,no,cellular,jun,mon,301,1,0,nonexistent,-2.9,93.33,-39.2,1.2,4822.38,1,False,False
32,admin.,married,university.degree,no,yes,no,cellular,oct,tue,144,2,1,success,-3.4,91.96,-26.87,0.72,5163.0,1,False,True
35,management,married,university.degree,no,no,no,cellular,apr,fri,419,1,0,nonexistent,-1.8,95.4,-46.53,1.45,5032.81,0,False,False
29,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,320,1,0,nonexistent,1.4,96.45,-40.9,5.16,5191.5,0,False,False
52,technician,married,professional.course,unknown,yes,yes,telephone,may,mon,599,1,0,nonexistent,1.1,96.53,-35.19,4.98,5107.94,0,False,False
26,admin.,single,university.degree,no,no,no,cellular,sep,thu,134,3,1,nonexistent,-1.1,89.77,-30.0,3.66,4836.6,1,False,False
38,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,161,1,0,nonexistent,1.1,95.3,-35.52,4.86,5414.21,0,False,False
73,retired,married,basic.4y,no,no,no,cellular,aug,thu,310,0,1,failure,-2.9,89.71,-31.46,0.89,5228.48,0,False,False
36,services,single,professional.course,no,yes,no,cellular,may,wed,4232,0,2,success,-1.8,89.6,-29.41,2.28,5319.39,0,False,False
50,retired,married,professional.course,no,yes,yes,telephone,may,wed,1723,1,4,success,1.1,91.13,-45.64,1.75,4844.86,0,False,False
66,management,divorced,university.degree,no,no,yes,cellular,dec,thu,402,1,1,failure,-3.0,93.82,-31.91,0.74,5003.4,0,False,False
29,technician,single,university.degree,no,yes,yes,cellular,aug,tue,254,0,4,failure,1.4,90.07,-43.9,1.1,5217.0,0,False,False
57,admin.,married,university.degree,unknown,yes,yes,telephone,may,wed,1724,2,3,success,1.1,98.81,-49.47,3.48,5218.08,0,False,False
23,admin.,single,university.degree,no,no,no,cellular,apr,wed,346,2,0,nonexistent,-1.8,96.7,-46.34,1.33,5226.57,1,False,False
43,admin.,married,high.school,no,yes,yes,cellular,jul,mon,1477,3,0,failure,1.4,94.49,-50.91,3.83,5004.1,0,False,False
21,services,single,high.school,no,yes,yes,cellular,jun,mon,181,0,0,nonexistent,-2.9,90.63,-41.41,1.3,5060.97,0,False,False
51,housemaid,divorced,basic.9y,unknown,no,no,cellular,jul,mon,1607,2,5,failure,1.4,93.34,-37.62,1.9,5001.26,0,False,False
38,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,133,2,0,nonexistent,1.4,92.38,-42.42,4.99,5390.17,0,False,False
40,services,married,high.school,no,yes,no,cellular,nov,tue,184,1,6,success,-0.1,93.65,-37.64,1.05,5236.67,0,False,False
46,technician,divorced,professional.course,no,unknown,unknown,cellular,nov,tue,972,0,1,success,-0.1,92.98,-31.94,2.77,5121.23,0,False,False
27,student,single,university.degree,no,yes,no,cellular,jul,thu,1237,0,0,failure,1.4,96.95,-41.49,4.51,5337.48,0,False,False
29,services,single,high.school,no,no,no,telephone,may,tue,64,0,0,nonexistent,1.1,91.08,-37.23,4.63,5139.09,0,False,False
38,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,238,1,0,nonexistent,1.4,97.48,-41.63,4.84,5123.53,0,False,False
47,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,22,5,0,nonexistent,-1.8,97.07,-45.83,1.31,5058.3,0,False,False
28,blue-collar,divorced,high.school,no,yes,no,cellular,may,fri,1799,1,6,failure,-1.8,91.08,-32.7,0.95,5331.54,0,False,False
31,services,married,high.school,no,no,no,telephone,jun,mon,89,1,0,nonexistent,1.4,93.61,-40.62,4.83,5489.5,0,False,False
71,student,single,illiterate,no,no,unknown,telephone,dec,mon,337,35,6,failure,-3.4,88.2,-47.88,1.54,5300.83,1,False,False
36,admin.,single,university.degree,no,no,yes,cellular,aug,mon,105,2,0,nonexistent,1.4,90.17,-36.71,4.8,5395.39,0,False,False
26,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,3587,1,5,nonexistent,1.1,88.8,-46.51,2.31,5157.11,1,False,False
30,admin.,married,basic.9y,no,yes,yes,telephone,may,tue,125,0,0,nonexistent,1.1,96.43,-37.85,4.65,5045.65,0,False,False
88,management,divorced,professional.course,unknown,yes,yes,telephone,aug,fri,3706,29,1,failure,-1.8,89.73,-48.97,3.81,5024.55,0,False,False
27,housemaid,married,high.school,no,yes,no,cellular,mar,fri,396,1,0,nonexistent,-1.8,89.68,-47.8,1.46,5323.46,1,False,False
36,blue-collar,married,unknown,no,no,no,telephone,may,tue,3575,0,2,success,-1.8,95.36,-32.95,3.12,5187.6,0,False,False
56,retired,married,high.school,unknown,yes,no,cellular,jul,wed,2847,1,2,success,1.4,97.56,-36.73,3.68,5186.76,0,False,False
72,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,thu,497,0,0,nonexistent,-3.4,90.76,-26.65,0.77,4811.78,1,False,False
67,management,single,basic.6y,no,no,unknown,telephone,dec,wed,2735,27,5,failure,-1.8,98.1,-42.37,3.01,5262.22,1,False,False
30,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,588,16,0,nonexistent,1.1,89.29,-35.52,4.67,5206.57,0,False,False
38,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,214,2,0,nonexistent,-1.8,91.77,-44.72,1.24,5287.76,0,False,False
54,retired,divorced,basic.4y,unknown,yes,yes,telephone,jun,thu,25,1,0,nonexistent,1.4,95.78,-40.33,4.78,4966.69,0,False,False
36,technician,married,professional.course,unknown,yes,yes,telephone,jun,tue,2188,0,0,success,1.4,98.52,-46.33,2.92,5348.4,0,False,False
51,blue-collar,married,basic.6y,no,yes,no,cellular,aug,mon,67,5,0,nonexistent,1.4,97.18,-37.68,5.19,5123.53,0,False,False
70,retired,divorced,basic.9y,no,no,no,telephone,dec,wed,221,2,0,nonexistent,-3.0,88.81,-33.66,0.73,4902.93,0,False,False
40,admin.,married,university.degree,no,no,no,cellular,jul,mon,493,2,0,success,1.4,90.9,-29.94,0.82,5155.32,0,False,False
41,management,married,professional.course,no,no,no,cellular,nov,tue,4039,2,1,nonexistent,-0.1,94.14,-46.29,2.51,5165.16,0,False,False
31,admin.,married,professional.course,no,yes,no,cellular,nov,thu,86,1,0,nonexistent,-0.1,89.47,-43.97,4.12,5097.07,0,False,False
40,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,tue,2087,0,1,failure,1.4,96.16,-33.12,3.86,5296.76,0,False,False
27,services,single,high.school,no,no,no,telephone,apr,tue,376,0,0,nonexistent,-1.8,91.31,-33.73,0.61,5113.88,1,False,False
56,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,3448,1,6,nonexistent,-1.8,95.24,-31.28,0.92,5082.89,0,False,False
46,technician,married,professional.course,no,no,no,telephone,may,thu,150,3,0,nonexistent,1.1,96.24,-37.63,4.67,5315.58,0,False,False
39,services,married,high.school,no,yes,no,telephone,may,fri,89,1,0,nonexistent,1.1,90.32,-35.96,4.95,5154.66,0,False,False
61,retired,married,basic.9y,unknown,no,no,cellular,aug,wed,3878,2,3,failure,1.4,90.71,-41.38,1.99,5394.24,1,False,False
28,technician,single,professional.course,no,yes,yes,cellular,aug,thu,994,2,5,failure,1.4,89.34,-34.8,0.63,4994.53,0,True,False
47,admin.,divorced,university.degree,no,no,yes,cellular,aug,thu,199,4,0,nonexistent,1.4,89.42,-34.33,4.78,5259.46,0,False,False
28,services,single,professional.course,no,yes,no,telephone,jun,tue,1578,2,5,failure,-2.9,94.87,-30.18,1.84,5164.87,0,False,False
50,entrepreneur,married,basic.4y,unknown,no,no,telephone,may,fri,1089,2,5,nonexistent,1.1,94.25,-42.59,4.97,5136.67,0,False,False
47,admin.,divorced,university.degree,no,yes,no,cellular,nov,wed,3262,1,4,success,-0.1,97.08,-39.05,3.37,5285.96,0,False,False
24,student,single,high.school,no,no,no,cellular,aug,thu,2984,0,2,success,-2.9,89.9,-39.79,4.44,5241.53,0,False,False
45,blue-collar,married,professional.course,unknown,no,no,telephone,may,mon,1139,0,4,nonexistent,1.1,90.92,-48.15,4.72,5131.22,0,False,False
22,student,single,university.degree,no,yes,no,cellular,may,thu,292,1,5,failure,-1.8,92.54,-47.92,1.61,4883.24,0,False,False
36,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,1532,4,5,nonexistent,1.4,93.99,-44.25,1.89,5072.16,0,False,False
51,blue-collar,divorced,unknown,unknown,no,no,cellular,jul,wed,137,1,0,nonexistent,1.4,94.01,-40.6,4.83,5296.06,0,False,False
25,services,single,basic.9y,unknown,no,yes,telephone,jun,mon,213,1,0,nonexistent,1.4,92.19,-42.25,4.92,5081.71,0,False,False
43,admin.,married,university.degree,no,yes,no,cellular,may,mon,377,4,0,nonexistent,-1.8,94.19,-44.67,1.4,5252.07,0,False,False
32,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,1193,3,4,failure,-1.8,92.6,-36.2,3.71,5015.56,0,False,False
36,unemployed,single,basic.4y,unknown,no,no,telephone,may,fri,117,1,0,nonexistent,1.1,92.96,-35.96,4.92,5341.53,0,False,False
30,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,293,3,0,nonexistent,-1.8,92.98,-43.93,1.37,5236.77,0,False,False
56,retired,married,basic.4y,no,yes,no,cellular,jul,tue,4363,1,5,success,1.4,95.46,-42.88,2.96,4786.91,0,False,False
29,blue-collar,married,high.school,no,no,no,telephone,jun,wed,297,0,0,nonexistent,1.4,94.08,-42.0,4.67,5400.62,0,False,False
19,student,single,high.school,no,no,no,cellular,jul,wed,74,0,0,nonexistent,-2.9,91.35,-33.02,0.99,5213.25,0,False,False
31,admin.,married,university.degree,no,yes,yes,cellular,may,mon,164,0,0,nonexistent,-1.8,92.61,-47.67,1.29,5124.59,0,False,False
56,self-employed,married,university.degree,no,no,no,telephone,jul,thu,555,16,0,nonexistent,1.4,92.79,-44.4,4.75,5452.9,0,False,False
40,blue-collar,married,professional.course,no,yes,yes,cellular,jul,mon,439,1,0,nonexistent,1.4,93.63,-41.93,4.98,5374.48,1,False,False
36,admin.,married,university.degree,no,no,no,cellular,apr,mon,1762,2,4,success,-1.8,92.23,-31.28,1.96,5006.73,0,False,False
29,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,265,1,0,nonexistent,1.4,91.57,-41.46,4.93,5113.08,0,False,False
56,blue-collar,divorced,unknown,no,no,no,telephone,may,mon,466,3,0,nonexistent,1.1,93.14,-38.03,4.89,5087.18,0,False,False
53,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,1457,0,6,success,1.4,89.7,-43.61,0.94,5126.07,0,False,False
31,admin.,single,university.degree,no,no,no,telephone,may,fri,2753,2,0,nonexistent,1.1,98.5,-35.0,1.06,5022.74,0,False,False
48,retired,married,basic.9y,no,no,no,cellular,jul,fri,186,1,0,nonexistent,1.4,94.19,-40.82,5.13,4987.6,0,False,False
37,admin.,single,high.school,no,no,no,telephone,may,tue,4016,2,1,nonexistent,1.1,89.57,-29.33,4.02,5374.44,0,False,False
56,admin.,divorced,high.school,no,yes,no,cellular,jul,wed,127,0,0,nonexistent,1.4,97.95,-42.1,4.73,5390.17,0,False,False
41,technician,married,professional.course,no,no,no,cellular,jul,fri,1611,0,5,success,1.4,96.19,-38.99,3.87,5128.91,0,False,False
37,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,471,1,0,nonexistent,1.4,96.45,-44.19,5.12,5097.39,0,False,False
49,management,divorced,university.degree,no,yes,no,cellular,nov,fri,21,11,0,nonexistent,-0.1,96.46,-42.29,4.18,5128.25,0,False,False
55,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,tue,298,1,0,nonexistent,1.4,91.47,-42.74,5.01,5113.08,0,False,False
57,admin.,married,university.degree,unknown,no,no,telephone,may,tue,119,2,0,nonexistent,1.1,98.41,-36.8,4.75,5450.55,0,False,False
44,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,936,18,3,nonexistent,1.1,90.45,-37.77,4.56,5260.3,0,False,False
45,admin.,married,university.degree,no,yes,no,cellular,nov,fri,3497,1,1,nonexistent,-0.1,89.49,-38.35,3.62,5167.67,0,False,False
33,technician,married,professional.course,no,yes,no,telephone,may,wed,102,1,0,nonexistent,1.1,94.36,-36.18,4.9,4941.83,0,False,False
33,admin.,married,university.degree,no,yes,no,cellular,nov,thu,3978,0,1,success,-0.1,94.18,-34.77,0.9,4915.53,0,False,False
39,blue-collar,married,professional.course,unknown,yes,no,cellular,apr,fri,1981,0,3,nonexistent,-1.8,94.18,-50.19,2.78,5133.91,0,False,False
43,admin.,single,high.school,no,yes,yes,cellular,may,mon,67,2,0,nonexistent,-1.8,95.49,-45.13,1.3,5083.8,0,False,False
30,technician,single,professional.course,no,no,yes,cellular,aug,fri,135,1,0,nonexistent,1.4,92.04,-35.37,5.07,5280.38,0,False,False
24,admin.,single,professional.course,no,yes,no,cellular,apr,mon,100,0,0,nonexistent,-1.8,97.17,-45.26,1.44,4844.14,1,False,False
33,admin.,single,university.degree,no,no,no,telephone,may,tue,131,0,0,nonexistent,1.1,89.57,-37.6,4.64,5222.14,0,False,False
27,technician,married,professional.course,no,no,no,cellular,jul,thu,4412,1,5,success,-2.9,89.28,-49.93,3.51,5301.48,0,False,False
38,admin.,married,university.degree,no,no,no,cellular,may,wed,288,1,6,success,-1.8,95.28,-28.34,0.9,4767.75,0,False,False
32,services,single,high.school,no,unknown,unknown,telephone,may,fri,268,1,0,nonexistent,1.1,94.93,-35.81,5.06,5258.48,0,False,False
36,admin.,married,university.degree,no,yes,no,cellular,jul,tue,73,3,0,nonexistent,1.4,96.82,-41.46,4.9,4971.92,0,False,False
46,blue-collar,married,unknown,no,yes,no,cellular,may,mon,621,1,4,nonexistent,-1.8,92.68,-42.6,2.32,4828.97,0,False,False
59,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,mon,551,0,0,nonexistent,1.4,97.11,-41.2,5.14,5133.99,0,False,False
59,management,married,university.degree,no,no,no,telephone,may,tue,363,2,3,nonexistent,1.1,89.46,-37.31,1.93,4906.2,0,False,False
40,technician,married,university.degree,unknown,no,yes,cellular,apr,thu,261,1,1,failure,-1.8,94.37,-45.45,1.49,4976.72,0,False,False
36,management,divorced,university.degree,no,no,no,cellular,sep,tue,192,3,1,success,-1.1,92.88,-38.28,0.89,4894.1,1,False,True
38,admin.,married,high.school,unknown,yes,no,telephone,may,wed,234,1,0,nonexistent,1.1,96.43,-37.96,4.82,5050.84,0,False,False
28,admin.,married,high.school,no,yes,no,cellular,may,mon,116,4,1,failure,-1.8,90.75,-45.92,1.28,4900.23,0,False,False
36,blue-collar,divorced,high.school,no,yes,yes,cellular,nov,wed,283,0,0,nonexistent,-0.1,93.38,-42.75,4.0,5138.64,0,False,False
27,unknown,unknown,unknown,unknown,yes,no,cellular,apr,thu,3322,33,0,failure,-2.9,90.81,-30.62,3.27,4891.14,0,False,False
44,self-employed,married,university.degree,no,no,no,cellular,nov,fri,86,4,0,nonexistent,-0.1,91.52,-42.16,4.0,5330.89,0,False,False
32,technician,single,professional.course,no,yes,no,telephone,jun,tue,1959,3,6,nonexistent,1.4,95.16,-43.9,3.85,5035.89,0,False,False
